"Stock.ID","Species","Stock","Ocean.Region2","BY","R0.1","R","S","Lat","Lon","ocean.basin"
200,"Pink","Hecate Lowlands-Even","WC",1958,1343417,1343417,386030,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1960,3794721,3794721,485666,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1962,2805238,2805238,1174319,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1964,3895026,3895026,842691,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1966,4919483,4919483,1205156,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1968,2650760,2650760,1316518,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1970,2212040,2212040,788075,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1972,1792555,1792555,749848,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1974,2907742,2907742,782915,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1976,2160680,2160680,1388152,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1978,1279809,1279809,1038646,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1980,853385,853385,702365,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1982,1588954,1588954,628620,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1984,2865332,2865332,1016612,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1986,2204648,2204648,1328543,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1988,2909735,2909735,929644,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1990,729752,729752,1350469,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1992,708367,708367,364747,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1994,1513255,1513255,477515,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1996,519469,519469,1305916,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",1998,1189307,1189307,457943,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2000,1651720,1651720,1103046,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2002,1025609,1025609,1351720,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2004,459758,459758,850779,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2006,368844,368844,427320,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2008,393015,393015,367560,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2010,764768,764768,388933,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2012,1637689,1637689,752950,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2014,348086,348086,1397904,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2016,113096,113096,263258,52.45,-129.1,"SC"
200,"Pink","Hecate Lowlands-Even","WC",2018,537834,537834,110542,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1954,3825450,3825450,719647,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1956,3283417,3283417,1827670,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1958,9013461,9013461,961989,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1960,32855873,32855873,3255508,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1962,9702463,9702463,10716162,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1964,9539214,9539214,3180325,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1966,18335306,18335306,3259006,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1968,6081341,6081341,5029544,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1970,11684463,11684463,2035198,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1972,8041627,8041627,4109698,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1974,6932165,6932165,3003212,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1976,10217631,10217631,3395333,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1978,6155318,6155318,4842456,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1980,1434578,1434578,3592315,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1982,3916650,3916650,1079426,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1984,17097241,17097241,2721936,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1986,17251900,17251900,8735211,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1988,10876291,10876291,7203354,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1990,14144346,14144346,5431473,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1992,1862120,1862120,7867158,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1994,5667216,5667216,1253868,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1996,2964731,2964731,5169371,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",1998,6226675,6226675,2545948,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2000,6843433,6843433,5756327,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2002,2906515,2906515,5848438,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2004,853749,853749,2542878,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2006,924241,924241,815178,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2008,839848,839848,921529,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2010,3502607,3502607,829663,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2012,4307992,4307992,3435342,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2014,8531692,8531692,3636577,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2016,748633,748633,5911812,52.45,-129.1,"SC"
201,"Pink","Hecate Strait-Fjords-Even","WC",2018,14208909,14208909,726093,52.45,-129.1,"SC"
204,"Pink","N Haida Gwaii-Even","SEAK",1954,870934,870934,680033,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1956,1193728,1193728,724076,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1958,167077,167077,643036,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1960,339237,339237,126966,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1962,870420,870420,219796,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1964,2959786,2959786,640373,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1966,2869152,2869152,1672758,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1968,887472,887472,2040700,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1970,713316,713316,629830,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1972,372717,372717,521552,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1974,435976,435976,295904,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1976,351773,351773,430632,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1978,535336,535336,333926,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1980,563470,563470,429222,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1982,2529414,2529414,545373,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1984,2108245,2108245,1848423,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1986,1033016,1033016,1241513,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1988,3483143,3483143,847675,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1990,1928340,1928340,2113319,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1992,1038130,1038130,1483057,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1994,4925891,4925891,961015,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1996,1201654,1201654,4417164,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",1998,737354,737354,1132489,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",2000,1504019,1504019,736793,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",2002,305669,305669,1504019,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",2004,375987,375987,305669,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",2006,916824,916824,375914,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",2008,1991804,1991804,916824,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",2010,276306,276306,1803804,54.09,-132.14,"NC"
204,"Pink","N Haida Gwaii-Even","SEAK",2018,1559698,1559698,1114194,54.09,-132.14,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1960,18018178,18018178,1645697.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1962,18498952,18498952,7277750,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1964,24066917.5,24066917.5,7241005,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1966,22660571,22660571,8505362.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1968,11799014,11799014,7466695,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1970,15278597.5,15278597.5,6428255,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1972,9844297.5,9844297.5,6125952.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1974,13648641,13648641,5623492.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1976,28963338,28963338,8486705,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1978,25022308,25022308,10538360,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1980,23055869.5,23055869.5,12098035,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1982,38863370,38863370,10094797.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1984,73580617,73580617,19186855,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1986,17230951.5,17230951.5,28561160,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1988,39534644.5,39534644.5,8176162.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1990,32723773.5,32723773.5,12851392.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1992,34227825,34227825,13714197.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1994,83426595.5,83426595.5,13167560,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1996,41128807.5,41128807.5,29750272.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",1998,25882719.5,25882719.5,17380042.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2000,45432341,45432341,13505942.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2002,41564106,41564106,22113080,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2004,14086079.5,14086079.5,20639850,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2006,29374171.5,29374171.5,10818897.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2008,28551619.5,28551619.5,15735922.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2010,34759613,34759613,14856927.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2012,57328413.5,57328413.5,16173400,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2014,32767718,32767718,24113942.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2016,17568846.5,17568846.5,16497770,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2018,20411052.5,20411052.5,12170842.5,55.71556,-131.8714,"NC"
161,"Pink","S Southeast Alaska-Even","SEAK",2020,28709119,28709119,14160287.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1961,11375279,11375279,3051815,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1963,11499633,11499633,6239135,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1965,4335652.5,4335652.5,5789175,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1967,5491592.5,5491592.5,3694112.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1969,13509161.5,13509161.5,4292452.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1971,10606552.5,10606552.5,7249917.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1973,11491834.5,11491834.5,6048047.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1975,23897760.5,23897760.5,8158852.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1977,15575736,15575736,12599507.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1979,25227801.5,25227801.5,8585955,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1981,47769994.5,47769994.5,11702867.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1983,55599110,55599110,16308112.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1985,15904991.5,15904991.5,24886955,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1987,64093612.5,64093612.5,11273662.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1989,57573642.5,57573642.5,18330132.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1991,55400183.5,55400183.5,14076367.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1993,60780765,60780765,16181232.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1995,30225545,30225545,19465300,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1997,67046610,67046610,14927440,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",1999,79477237.5,79477237.5,28189610,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2001,53720969.5,53720969.5,27465697.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2003,52353478.5,52353478.5,24443422.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2005,58255286,58255286,23489197.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2007,44429724,44429724,26478430,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2009,24951347.5,24951347.5,18004420,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2011,89582792,89582792,13744262.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2013,23207578.5,23207578.5,36119565,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2015,25386238.5,25386238.5,10739137.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2017,32110449,32110449,15971112.5,55.71556,-131.8714,"NC"
162,"Pink","S Southeast Alaska-Odd","SEAK",2019,62668696.5,62668696.5,14071900,55.71556,-131.8714,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1960,399494,399494,344205,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1962,404448.5,404448.5,334630,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1964,159136,159136,328802.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1966,111655,111655,130035,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1968,213220,213220,51895,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1970,356041.5,356041.5,145265,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1972,532618.5,532618.5,306307.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1974,758496,758496,470397.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1976,956662,956662,652855,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1978,639867,639867,794675,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1980,2033582,2033582,530225,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1982,3397863.5,3397863.5,1530970,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1984,1040061.5,1040061.5,2123057.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1986,484092.5,484092.5,827742.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1988,933788,933788,417487.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1990,1747888.5,1747888.5,745900,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1992,4296108.5,4296108.5,1315177.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1994,5736248.5,5736248.5,3300272.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1996,11951037,11951037,3878027.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",1998,6389978.5,6389978.5,6097485,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2000,8748618.5,8748618.5,3832782.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2002,7728965,7728965,5741702.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2004,7438618,7438618,5469000,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2006,6163690.5,6163690.5,4895000,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2008,8832845,8832845,4325597.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2010,7755054.5,7755054.5,5023750,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2012,9874553,9874553,6174197.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2014,5892479.5,5892479.5,6865000,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2016,6648956,6648956,4250592.5,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2018,5128848.5,5128848.5,4756250,57.17694,-135.7869,"NC"
163,"Pink","N Southeast Alaska Outside-Even","SEAK",2020,4078363,4078363,4462907.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1961,3349217,3349217,875087.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1963,1566841.5,1566841.5,2049505,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1965,626929.5,626929.5,948287.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1967,1189566,1189566,500072.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1969,665671,665671,1052220,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1971,1150366.5,1150366.5,573925,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1973,1826655.5,1826655.5,891607.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1975,6468893.5,6468893.5,1260847.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1977,5872271.5,5872271.5,4270717.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1979,6424193,6424193,4060197.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1981,5645862.5,5645862.5,3676025,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1983,10032670,10032670,3089277.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1985,1483886,1483886,4401620,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1987,2014203.5,2014203.5,1055085,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1989,2178632,2178632,1103322.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1991,2128692.5,2128692.5,1804080,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1993,5134409.5,5134409.5,1071387.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1995,9947565,9947565,3379847.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1997,17653762.5,17653762.5,7189815,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",1999,7936232,7936232,15010427.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2001,10655910,10655910,5932160,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2003,14609015,14609015,8764025,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2005,10038371,10038371,9587990,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2007,5912584,5912584,5765000,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2009,13953096.5,13953096.5,4542700,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2011,24510114,24510114,6835462.5,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2013,13641419,13641419,13342500,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2015,15274244,15274244,7100000,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2017,5154067,5154067,7100000,57.17694,-135.7869,"NC"
164,"Pink","N Southeast Alaska Outside-Odd","SEAK",2019,7282487,7282487,3828750,57.17694,-135.7869,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1960,3992860,3992860,2583020,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1962,11392450.5,11392450.5,3568425,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1964,10493756,10493756,4185822.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1966,16086508,16086508,5734900,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1968,10250289.5,10250289.5,6264590,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1970,8612151.5,8612151.5,5073757.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1972,3792081.5,3792081.5,5424437.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1974,1789825.5,1789825.5,3190347.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1976,7258726.5,7258726.5,1751792.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1978,5346887.5,5346887.5,4638797.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1980,16905742,16905742,4024252.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1982,9158969.5,9158969.5,6136870,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1984,5386122.5,5386122.5,5425692.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1986,6599175,6599175,4454837.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1988,12401213.5,12401213.5,4635070,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1990,25095579,25095579,6962582.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1992,51158638.5,51158638.5,9595585,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1994,20660790.5,20660790.5,15953572.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1996,24989592,24989592,11597542.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",1998,14723841.5,14723841.5,12143160,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",2000,32508616.5,32508616.5,9408837.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",2002,35020603,35020603,13519392.5,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",2004,15568345,15568345,12895080,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",2006,4082274.5,4082274.5,9772645,57.57528,-134.7503,"NC"
165,"Pink","N Southeast Alaska Inside-Even","SEAK",2008,14594099,14594099,3649692.5,57.57528,-134.7503,"NC"
